frame,unique_id,aligned_x,aligned_y
904,c2_5,0.7152073587345114,0.8745852972466197
905,c2_5,0.716111823049792,0.8743692430832364
906,c2_5,0.717040293383227,0.8742536849548843
907,c2_5,0.7180452537335387,0.8740136247733472
908,c2_5,0.7191507101188819,0.8737495585736565
909,c2_5,0.7205816606274724,0.8735139703545358
910,c2_5,0.7219361211191853,0.8734028841886001
911,c2_5,0.723041577504528,0.8731388179889095
912,c2_5,0.7240705438729944,0.8729992538424036
913,c2_5,0.7254250043647077,0.8728881676764677
914,c2_5,0.726731452820113,0.8725760894404697
915,c2_5,0.7285643874688286,0.8722444771487343
916,c2_5,0.730320832100666,0.8720373669101837
917,c2_5,0.7318762846624418,0.8718782687079405
918,c2_5,0.7331302491191236,0.8717911885601586
919,c2_5,0.7344082195939587,0.8718046044474077
920,c2_5,0.7356861900687943,0.871818020334657
921,c2_5,0.7371651526136924,0.8717834241855986
922,c2_5,0.7385676251417128,0.8718733300897252
923,c2_5,0.7404440998643191,0.8721687000263307
924,c2_5,0.7419185904468004,0.8725600940355511
925,c2_5,0.7432445729579436,0.8727745019928626
926,c2_5,0.7443455573808708,0.8729364259514505
927,c2_5,0.7455710438569825,0.8731748399269157
928,c2_5,0.7466720282799089,0.8733367638855034
929,c2_5,0.7475720206327732,0.8735466998803987
930,c2_5,0.7482950269337292,0.8739051439466325
931,c2_5,0.7487405511477454,0.8744361021023586
932,c2_5,0.7490615733085759,0.8748905702412071
933,c2_5,0.7493825954694069,0.8753450383800556
934,c2_5,0.7494786195420216,0.8757470225201804
935,c2_5,0.7495746436146367,0.8761490066603053
936,c2_5,0.7498476537391601,0.8764024827290915
937,c2_5,0.750221159898715,0.8766319527797239
938,c2_5,0.7505946660582694,0.8768614228303566
939,c2_5,0.7508676761827928,0.8771148988991428
940,c2_5,0.7510401902722852,0.8773923809860826
941,c2_5,0.751313200396809,0.8776458570548689
942,c2_5,0.7515622045031787,0.8777988370886238
943,c2_5,0.7517347185926706,0.8780763191755638
944,c2_5,0.7518832266640092,0.8782533052274724
